index,frame,x1,y1,x2,y2,x_center,y_center
10,171,589.536119658956,345.0755450108836,600.3749990534872,361.48377865346174,594.9555593562216,353.2796618321727
11,172,592.6863069181749,340.7237093391677,603.5251863127061,357.13194298174585,598.1057466154405,348.9278261604568
12,173,595.751976235399,336.7612267819295,606.5908556299302,353.16946042450763,601.1714159326646,344.96534360321857
0,174,598.7335754394531,333.00852966308594,609.5724548339844,349.41676330566406,604.1530151367188,341.212646484375
13,175,601.6297610438602,330.00432101089245,612.4686404383914,346.4125546534706,607.0492007411258,338.2084378321815
14,176,604.4418765350978,327.2098977970927,615.280755929629,343.61813143967083,609.8613162323634,335.41401461838177
1,177,607.6314636230469,324.86338806152344,618.4703430175781,341.27162170410156,613.0509033203125,333.0675048828125
2,178,609.2897888183594,323.01844787597656,620.1286682128906,339.4266815185547,614.709228515625,331.2225646972656
15,179,612.3711153568389,321.16274684257314,623.2099947513701,337.57098048515127,617.7905550541045,329.3668636638622
16,180,614.845159080095,319.92573608669136,625.6840384746262,336.3339697292695,620.2645987773606,328.1298529079804
17,181,617.2346848613555,319.07807844528907,628.0735642558867,335.4863120878672,622.6541245586211,327.2821952665781
18,182,619.5396927006208,318.6197739183672,630.378572095152,335.0280075609453,624.9591323978864,326.82389073965624
19,183,621.760182597891,318.55082250592386,632.5990619924222,334.959056148502,627.1796222951566,326.7549393272129
20,184,623.896154553166,318.87122420796095,634.7350339476972,335.2794578505391,629.3155942504316,327.07534102925
21,185,625.947608566445,319.5809790244766,636.7864879609762,335.98921266705474,631.3670482637106,327.7850958457657
22,186,627.9145446377289,320.6800869554718,638.7534240322601,337.0883205980499,633.3339843349945,328.88420377676084
23,187,629.7969627670171,322.16854800094734,640.6358421615483,338.57678164352546,635.2164024642827,330.3726648222364
24,188,631.5948629543105,324.0463621609015,642.4337423488417,340.4545958034796,637.0143026515761,332.25047898219054
25,189,633.3082451996082,326.31352943533693,644.1471245941394,342.72176307791506,638.7276848968738,334.517646256626
26,190,634.9371095029109,328.97004982424914,645.7759888974421,345.37828346682727,640.3565492001765,337.1741666455382
27,191,636.4814558642178,332.0159233276436,647.320335258749,348.4241569702217,641.9008955614834,340.22004014893264
28,192,637.9412842835292,335.4511499455157,648.7801636780604,351.8593835880938,643.3607239807948,343.65526676680474
3,193,639.4208312988281,338.6559600830078,650.2597106933594,355.06419372558594,644.8402709960938,346.8600769042969
4,194,640.8677917480469,343.38121032714844,651.7066711425781,359.78944396972656,646.2872314453125,351.5853271484375
5,195,641.7012878417969,348.18309020996094,652.5401672363281,364.59132385253906,647.1207275390625,356.38720703125
6,196,642.8758483886719,353.7591094970703,653.7147277832031,370.16734313964844,648.2952880859375,361.9632263183594
7,197,643.5847106933594,358.4692840576172,654.4235900878906,374.8775177001953,649.004150390625,366.67340087890625
8,198,645.2051330566406,364.50004577636724,656.0440124511719,380.90827941894537,650.6245727539062,372.7041625976563
9,199,645.7694030761719,369.99302673339844,656.6082824707031,386.40126037597656,651.1888427734375,378.1971435546875
